X30 X1 X30 p1
X70 X1 X70 p1
X73 X1 X73 p1
X90 X1 X90 p1
X110 X1 X110 p1
X139 X1 X139 p1
X154 X1 X154 p1
X166 X1 X166 p1
X183 X1 X183 p1
X194 X1 X194 p1
X198 X1 X198 p1
X15 X2 X15 p1
X67 X2 X67 p1
X80 X2 X80 p1
X134 X2 X134 p1
X145 X2 X145 p1
X157 X2 X157 p1
X177 X2 X177 p1
X197 X2 X197 p1
X24 X3 X24 p1
X37 X3 X37 p1
X90 X3 X90 p1
X166 X3 X166 p1
X174 X3 X174 p1
X187 X3 X187 p1
X190 X3 X190 p1
X193 X3 X193 p1
X197 X3 X197 p1
X21 X4 X21 p1
X36 X4 X36 p1
X41 X4 X41 p1
X44 X4 X44 p1
X87 X4 X87 p1
X100 X4 X100 p1
X110 X4 X110 p1
X143 X4 X143 p1
X175 X4 X175 p1
X176 X4 X176 p1
X179 X4 X179 p1
X180 X4 X180 p1
X46 X5 X46 p1
X70 X5 X70 p1
X111 X5 X111 p1
X114 X5 X114 p1
X125 X5 X125 p1
X130 X5 X130 p1
X134 X5 X134 p1
X151 X5 X151 p1
X164 X5 X164 p1
X185 X5 X185 p1
X11 X6 X11 p1
X24 X6 X24 p1
X53 X6 X53 p1
X79 X6 X79 p1
X93 X6 X93 p1
X94 X6 X94 p1
X170 X6 X170 p1
X188 X6 X188 p1
X189 X6 X189 p1
X190 X6 X190 p1
X191 X6 X191 p1
X28 X7 X28 p1
X42 X7 X42 p1
X44 X7 X44 p1
X70 X7 X70 p1
X120 X7 X120 p1
X130 X7 X130 p1
X176 X7 X176 p1
X194 X7 X194 p1
X14 X8 X14 p1
X46 X8 X46 p1
X93 X8 X93 p1
X97 X8 X97 p1
X108 X8 X108 p1
X116 X8 X116 p1
X131 X8 X131 p1
X151 X8 X151 p1
X155 X8 X155 p1
X192 X8 X192 p1
X18 X9 X18 p1
X27 X9 X27 p1
X35 X9 X35 p1
X37 X9 X37 p1
X38 X9 X38 p1
X90 X9 X90 p1
X140 X9 X140 p1
X144 X9 X144 p1
X180 X9 X180 p1
X194 X9 X194 p1
X20 X10 X20 p1
X35 X10 X35 p1
X39 X10 X39 p1
X46 X10 X46 p1
X64 X10 X64 p1
X70 X10 X70 p1
X117 X10 X117 p1
X118 X10 X118 p1
X129 X10 X129 p1
X147 X10 X147 p1
X155 X10 X155 p1
X178 X10 X178 p1
X32 X11 X32 p1
X49 X11 X49 p1
X103 X11 X103 p1
X109 X11 X109 p1
X159 X11 X159 p1
X164 X11 X164 p1
X200 X11 X200 p1
X25 X12 X25 p1
X26 X12 X26 p1
X43 X12 X43 p1
X90 X12 X90 p1
X99 X12 X99 p1
X145 X12 X145 p1
X174 X12 X174 p1
X21 X13 X21 p1
X23 X13 X23 p1
X57 X13 X57 p1
X59 X13 X59 p1
X61 X13 X61 p1
X71 X13 X71 p1
X72 X13 X72 p1
X82 X13 X82 p1
X85 X13 X85 p1
X117 X13 X117 p1
X143 X13 X143 p1
X150 X13 X150 p1
X167 X13 X167 p1
X182 X13 X182 p1
X20 X14 X20 p1
X39 X14 X39 p1
X41 X14 X41 p1
X45 X14 X45 p1
X46 X14 X46 p1
X88 X14 X88 p1
X125 X14 X125 p1
X139 X14 X139 p1
X145 X14 X145 p1
X193 X14 X193 p1
X17 X15 X17 p1
X25 X15 X25 p1
X50 X15 X50 p1
X60 X15 X60 p1
X65 X15 X65 p1
X73 X15 X73 p1
X89 X15 X89 p1
X93 X15 X93 p1
